Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.597728286	10.20250511	10.20250511	116156.0938	1.710000038	7.143000126	0.500526316	0.805894737
0.597786159	10.20242977	10.20242977	116138.8359	1.759999991	7.137000084	0.500526316	0.805894737
0.597844044	10.20251465	10.20251465	116157.4141	1.759999991	7.186999798	0.500526316	0.805894737
0.597901904	10.20243263	10.20243263	116159.4453	1.769999981	7.199999809	0.500526316	0.805894737
0.597959784	10.20241165	10.20241165	116160.8281	1.769999981	7.145999908	0.500526316	0.805894737
0.598017652	10.20252514	10.20252514	116180.6875	1.789999962	7.138999939	0.500526316	0.805894737
0.598075517	10.20246983	10.20246983	116178.3672	1.819999933	7.176000118	0.500526316	0.805894737
0.598133382	10.20259285	10.20259285	116190.2578	1.830000043	7.143000126	0.500526316	0.805894737
0.598191251	10.20253086	10.20253086	116193.4531	1.850000024	7.105999947	0.500526316	0.805894737
0.59824912	10.20237637	10.20237637	116198.5078	1.870000005	7.084000111	0.500526316	0.805894737
0.598306996	10.20252323	10.20252323	116204.4141	1.899999976	7.133999825	0.500526316	0.805894737
0.598364868	10.20249748	10.20249748	116207.7656	1.899999976	7.553999901	0.500526316	0.805894737
0.59842275	10.2025404	10.2025404	116206.3047	1.950000048	7.407000065	0.500526316	0.805894737
0.598480604	10.20254326	10.20254326	116213.5391	2.019999981	7.322000027	0.500526316	0.805894737
0.598538485	10.2024231	10.2024231	116211.4141	2.029999971	7.211999893	0.500526316	0.805894737
0.598596348	10.2026186	10.2026186	116225.7656	2.029999971	7.19299984	0.500526316	0.805894737
0.598654228	10.20258427	10.20258427	116228.0078	2.049999952	7.145999908	0.500526316	0.805894737
0.59871209	10.2024622	10.2024622	116237.7578	2.059999943	7.119999886	0.500526316	0.805894737
0.598769969	10.20229626	10.20229626	116241.9531	2.069999933	7.093999863	0.500526316	0.805894737
0.59882783	10.20238876	10.20238876	116250.5547	2.099999905	7.066999912	0.500526316	0.805894737
0.598885699	10.20246983	10.20246983	116263.2813	2.119999886	7.149000168	0.500526316	0.805894737
0.598943587	10.20249462	10.20249462	116269.9063	2.150000095	7.137000084	0.500526316	0.805894737
0.599001555	10.20251656	10.20251656	116264.9375	2.150000095	7.098999977	0.500526316	0.805894737
